From,To,Length,Cost,Var
89,1845,619.7093779,22.60264988,102.4633398
89,1003,711.2274612,31.77918111,105.5871243
90,500,1080.785337,42.49803682,134.9034939
90,527,792.6168708,64.94499805,102.7999175
91,321,214.3025008,53.56628881,125.1572575
91,308,269.0872958,61.54033068,664.6106517
92,878,363.9071631,15.5441009,2.796267867
92,283,520.1873761,48.76666592,201.577394
92,1180,418.6414886,63.80619944,156.9578894
92,510,209.2367022,55.30839245,131.0165962
93,664,366.3525489,20.84139584,72.77772626
93,271,364.7385995,31.61800199,31.28722837
93,574,1658.984337,54.10563596,56.96160423
93,1211,477.5222472,141.9465142,497.5599008
94,220,1769.885404,142.8913499,4345.417212
94,259,460.3875534,61.58582666,58.90938699
94,337,256.210622,51.3785378,320.7426853
94,311,443.8111945,62.26177327,107.2193537
95,123,232.8683491,102.4823332,489.5518411
95,207,174.7956832,428.631803,67917.10327
95,165,144.6887032,89.28362721,312.0637567
95,137,198.5438166,250.7410612,3332.390648
96,1020,214.3053235,69.85832127,417.3161574
96,273,224.9325864,99.80287238,654.0985694
96,152,124.055725,216.6486812,592.4549301
97,181,437.604509,31.6863015,73.13146701
97,741,104.1724733,41.1101283,24.84470907
98,1608,190.9052235,43.94768018,98.65506934
98,1013,280.2382615,46.59630304,189.462458
98,1478,272.1300849,42.76833668,257.9487742
98,1378,622.3122248,45.96562753,92.31655836
99,276,537.6519444,29.02898956,72.62903159
99,1237,250.6598557,51.3267372,180.7480521
99,923,284.4441927,25.70124822,11.65691064
100,427,297.4542591,45.17576627,260.1900911
100,211,346.78701,60.38916132,59.97307656
100,170,310.8469857,71.69300476,409.1852645
101,1043,859.1051817,58.48708463,384.8829479
101,413,120.950215,44.26225722,203.5151524
101,402,931.4646503,23.90228492,14.18442774
102,1536,1083.881004,116.0267119,822.5712379
102,1800,762.4217694,18.63321576,15.17975435
103,998,557.8703401,53.55797307,173.6529748
103,762,365.5265608,78.04379579,442.2578851
103,553,881.2258787,18.02849072,13.82655111
104,333,2127.548928,139.159471,450.8440058
104,599,827.6900126,108.2823192,233.175025
105,321,2267.452804,82.1708674,777.8231991
105,406,619.7093779,116.9056156,1485.219246
105,334,592.1145424,241.2492444,5050.998035
106,822,618.8615534,47.78136007,1412.316039
106,715,304.8576438,125.4476267,3621.083531
106,546,138.1830066,130.1713392,1685.024896
107,1193,200.9250985,20.09345615,50.76514743
107,1096,268.7515305,17.45202502,13.50718484
108,233,290.3158797,15.55120853,30.46626625
108,1217,238.0516,49.99025365,195.0612582
108,220,301.3132414,58.32946686,357.1624232
109,179,254.7836353,48.08776716,41.53095267
109,193,372.02162,204.380507,1124.221434
110,194,234.1682854,72.46069157,883.3942536
110,208,963.8123125,105.5321091,2896.854481
110,221,670.6359917,86.23750999,2811.777702
111,709,495.6572492,21.21859792,29.03602917
111,125,230.078411,45.13902368,93.62615705
111,339,325.53111,58.29707382,230.3641901
111,1299,370.3952835,61.01052551,184.7732861
112,1870,490.4980126,41.27539139,401.5969055
112,734,812.2037884,30.48572524,33.12384939
112,1097,75.3913012,27.07583406,133.663565
113,1280,161.9954584,20.20145959,17.32841254
113,727,324.4906359,62.50953105,556.1379126
113,1335,383.5315126,26.46345103,40.58231421
114,412,1058.0009,63.83755861,132.3900258
114,225,804.0456248,72.55800302,208.785589
115,776,549.5478994,63.72233627,272.9154607
115,720,1085.589741,65.13198171,444.4532468
115,641,919.8431229,46.17140359,128.8678537
115,695,1640.565362,54.14813234,105.1569173
200,116,1866.193322,45.4565634,205.1032127
117,1203,372.5739333,32.70408107,89.14944038
117,1612,67.67788705,19.37918218,11.23443139
118,1017,88.70577189,159.9750035,621.537818
118,1107,534.7818544,18.36596947,3.620234671
118,473,107.0088861,24.6184028,60.5083043
118,294,473.6901755,162.7158691,2450.228628
119,189,2179.281715,30.52408393,133.1768304
119,372,775.7273466,38.66498784,237.5155946
119,175,3154.6432,150.1970428,2045.754336
763,120,565.2138329,63.23935303,407.1798318
120,564,540.5774824,39.90582741,30.19126682
120,906,397.2930404,39.67996116,34.72030537
120,588,382.8435085,46.08319025,236.5397021
121,740,426.6868549,69.66698005,145.9253893
121,1075,294.8788977,86.37637047,373.0558219
122,178,1033.325213,49.46222666,71.00150508
122,220,97.02682425,112.9518411,907.058871
122,259,169.5263733,103.9342654,697.310282
123,151,377.2787873,120.6460313,1651.047114
124,166,379.1506685,137.1937679,815.1198096
124,194,170.884252,139.0184649,1477.739415
124,338,175.0677146,236.5950743,1272.388171
125,638,541.0916099,35.47209566,97.1334188
125,1242,491.9788734,33.83050433,214.3604128
125,887,304.3038699,29.05295111,146.7418497
126,585,399.5874423,74.62990302,499.2555673
126,1230,440.0064418,76.73429559,380.6718673
126,1386,514.6940253,30.59413095,35.64731171
126,377,223.2688421,36.54306849,112.0583738
127,400,245.4249467,68.46429712,253.402955
127,853,146.9511223,80.58118792,513.4186842
127,1363,93.60051923,64.44677046,350.79826
127,759,1343.962194,64.50886365,147.7166372
128,1300,389.1891435,149.7853768,1606.103749
128,316,1360.418285,181.8520463,8822.30245
129,1029,205.9431244,34.85070413,237.8315748
129,253,598.1445228,29.78817228,98.57081161
129,587,1152.580029,22.44501898,25.13573984
130,745,245.8542348,26.63572497,25.63203896
130,1261,276.4329203,42.01278158,153.0886708
130,444,444.6381518,17.45003508,176.6081478
131,1630,290.5469425,22.94418744,147.0738917
131,1813,472.1494252,54.03252151,163.5214879
1761,131,689.9948448,30.99629948,64.20125749
131,1282,860.6192695,34.53878991,21.52645377
132,563,530.9788349,35.92491947,59.42982014
132,590,1122.026642,119.6198503,1095.25627
132,536,1158.153395,57.22140643,153.0839341
133,334,1234.279989,48.3360436,101.0896385
133,704,881.2258787,52.01134976,114.0014589
133,659,1007.20024,48.9408381,179.1074265
134,1156,749.885223,45.90814848,439.4186133
134,519,702.2276992,63.43242536,367.6422293
134,1088,1592.572846,40.57924164,48.29947302
135,772,382.8435085,80.04098312,660.5934745
135,574,290.5871016,44.42942898,242.006354
135,619,239.0985736,35.77434539,561.9223643
135,970,312.9263622,57.2260841,314.3081774
136,246,260.3460928,557.9877072,23524.97328
136,590,359.9913936,106.2697712,171.2100709
137,260,502.0930578,386.8417536,40571.6145
137,286,271.3491026,180.3875713,681.6735951
137,193,352.9318802,223.9067541,1166.00458
138,193,421.0464061,378.1373856,16316.1136
138,325,315.5116221,238.6279904,23272.40562
139,235,296.8924869,82.43132074,332.1617375
139,467,1538.935186,105.7593237,638.5485546
139,248,1877.861688,28.3472371,10.71249177
140,726,1561.121132,15.27137618,20.209885
1601,140,1710.720489,33.312061,91.92118436
140,1613,183.0300287,55.0733668,199.0970032
141,735,151.6410718,30.76286334,54.38527061
141,1070,237.0402654,28.64545239,80.65337022
142,277,152.5390573,72.80208675,670.0417504
142,303,424.3351096,66.91848265,181.9284943
142,290,224.5953135,99.66276628,161.2218101
143,973,328.3305018,52.64261865,155.4977219
143,605,192.0974179,62.28238814,421.0678594
143,791,254.1594452,38.56109578,120.5974048
144,1256,604.9681706,25.52056033,40.42188587
144,1106,321.2386193,38.13776041,127.6663281
144,1750,934.5742395,31.66489935,29.96429762
