From,To,Length,Cost,Var
199,868,1622.907788,124.1232895,1078.846022
199,720,1371.854501,55.0069314,210.7504577
199,776,775.7273466,50.7048206,112.4991781
200,1081,1273.221246,36.27836581,79.6272344
200,552,429.7601915,46.21508338,53.17987615
201,454,1423.545352,73.03551363,344.6293608
201,1853,660.0908925,74.99694634,527.8741582
201,1713,138.1830066,84.90046341,336.7515358
201,1073,517.3137746,72.44198419,146.8220345
202,644,668.0956507,250.2442374,847.2882192
203,256,512.3204759,49.82462296,77.43024162
203,295,191.6409795,17.86650431,16.71389969
204,1204,435.7195761,22.99334316,176.9709551
204,857,708.1282195,86.02861925,487.4375001
205,747,346.8276777,21.32171366,37.1545437
205,1268,638.6214367,28.751669,55.25488113
206,529,700.0652288,241.1734312,12568.60236
206,375,522.8182633,111.0051359,1380.512878
207,512,520.6009924,191.7926435,4343.080508
207,1703,525.6727881,120.8298908,762.4706145
209,476,484.2725668,66.73963898,1339.57869
209,701,531.3212946,73.60410289,822.8626274
209,420,352.9601232,139.7007679,2482.975231
210,1414,252.2814082,14.81859996,21.65563874
210,1207,219.2840124,26.14861515,37.08312987
210,1481,169.1415537,112.8616365,744.9329686
211,1056,356.833513,100.8585502,508.9582003
212,238,193.4954925,22.69609069,9.237809831
213,596,186.6504078,27.79026495,3.363378368
213,1001,1642.392969,17.08825732,5.207344613
214,344,745.0250747,100.9538355,1180.684357
214,1443,1099.55667,19.10507699,21.72492289
214,1668,183.7408367,30.92439242,71.71875903
215,1839,245.8542348,33.13758797,96.3056611
215,1031,1151.644154,27.87467965,10.00217091
215,1875,56.12003488,82.55438383,234.4501553
216,518,274.1133533,32.10527126,55.14312551
217,243,251.8647729,158.8815873,3880.635588
217,269,290.8412154,70.69806289,268.4764838
217,347,475.2483778,30.72041065,75.92521019
218,373,199.749515,50.92375579,1087.562457
218,822,559.1429178,73.36195962,3587.236236
218,1180,296.0129091,82.12870519,623.2432434
219,564,259.4707753,78.26473808,805.9745966
219,457,3785.284771,53.50214902,138.621265
219,998,2139.601077,41.16583955,35.73064651
219,1823,2011.063681,97.63886194,715.010353
220,363,3154.6432,47.097756,82.31666717
221,325,2179.590363,47.87137433,232.8548234
222,725,6002.490796,48.82901208,196.9535472
222,274,618.1188471,46.7008027,218.0034648
222,398,565.2138329,39.72828259,75.37116792
222,485,702.2276992,41.51714905,118.0996056
223,567,498.4011262,33.29199247,126.1705045
223,1339,757.4978528,41.45984096,208.9524047
224,1014,528.5533142,26.66624696,20.44379904
224,874,784.7516748,21.06540485,38.72968487
225,329,124.7648613,39.10984117,86.63126938
225,264,107.4526092,129.4737198,3335.350133
226,402,191.0314798,21.29778893,57.47128271
226,903,227.001576,54.05557059,520.5328498
226,1623,580.2083918,47.21560269,563.0820574
1464,227,148.8402194,29.89091598,26.54866775
227,1044,587.8169162,15.47602933,21.04024578
227,1322,513.6855656,28.09996546,39.56383125
228,1609,680.5687301,74.80977512,453.7049647
228,807,1400.008339,27.90413205,69.18487115
