From,To,Length,Cost,Var
166,247,1007.20024,340.2569804,19470.41786
167,765,1686.876154,95.39624788,696.3340861
167,575,1212.751048,96.98381704,1371.208811
167,355,824.5702416,296.0995474,13370.67005
168,314,592.1145424,35.0040349,129.0347022
168,236,648.108398,28.53641544,43.90895987
168,1164,498.4011262,63.58188965,448.2178626
169,667,456.4763158,49.04641138,177.5109769
169,666,758.9915608,56.3919245,184.1008472
169,1028,590.2740786,32.47932701,110.9645577
170,379,335.3455183,155.3019625,3374.582159
171,226,217.7945999,40.41798422,334.6604107
171,1172,250.1177755,87.10603683,524.071777
171,470,282.5648445,21.87058652,289.690193
172,1889,662.8173793,81.25479085,931.2041337
172,1461,868.2777382,83.37100036,814.5441407
172,1455,1488.209222,49.7863666,206.452082
173,1739,247.6028455,21.00008029,171.1948453
173,1492,124.9885857,101.0735632,1708.673855
173,1857,264.9908061,17.99061535,10.50374454
856,173,316.353673,71.4129759,611.8692791
174,371,209.9648436,67.08620602,319.4653889
174,563,440.7880496,58.60468531,167.3378898
174,554,461.0406423,53.45253598,247.0656228
175,395,194.8399982,26.75526339,69.96393338
175,230,192.3210884,70.71440921,276.143142
175,533,192.5446616,151.6278396,1454.516369
176,335,359.6266167,65.66245271,273.8028634
176,474,187.5999976,47.23394631,244.210131
176,1150,293.6547713,24.02476267,69.87064711
176,976,2332.882465,42.6427097,147.8839466
177,1241,607.8317277,38.89486875,177.2469205
177,1145,421.055211,33.73227517,47.55272552
177,1293,404.8263078,78.26519373,261.619545
178,375,383.5351888,170.9357882,2401.417958
178,233,355.3244599,89.15525426,710.8114335
180,351,119.0059977,119.8541714,1643.313406
180,247,465.079489,88.78080072,1322.293088
180,260,199.1673978,262.4518209,7997.786625
181,757,1119.4482,138.5740954,180.1494779
182,1535,607.0437569,55.52970378,701.7849171
182,1269,237.384053,102.4130487,3218.3447
182,262,222.4363981,122.2616348,3231.281892
183,1415,827.6900126,34.25088916,311.9644318
183,1070,1273.221246,142.200148,7398.601189
183,902,221.4271661,58.1946666,265.2377062
184,423,749.885223,65.03958383,1023.843336
184,277,2158.517894,58.0355844,224.3816368
184,303,2239.113637,72.79633456,111.5218721
184,367,733.8491381,52.5701925,99.1953215
185,1043,880.2680957,85.060859,780.2585859
185,760,202.805409,54.40466182,173.7471844
185,720,217.7093658,56.72884877,319.714923
